AGE,SEX,VIP_LEVEL,LASTDAY_BUY_DIFF,PREFER_TYPE,LOGTIME_PREFER,USE_COUPON_BEFORE,ACTIVE_LEVEL,PUSH,CASE,PROPENSITY
21,0,2,73,9,3,0,2,0,0,0.5210307782233126
25,0,0,74,10,1,1,3,0,0,0.48327512382326465
26,1,3,147,9,1,0,2,0,0,0.4880927855162827
23,1,0,62,2,2,1,2,0,0,0.4923056803185639
28,0,0,10,9,1,1,4,1,0,0.4817979242231458
17,0,0,36,5,1,0,1,1,0,0.5023316029467831
20,1,3,133,10,1,0,3,0,0,0.49730053049350254
27,1,0,0,2,3,1,2,0,0,0.4965020699206254
27,0,0,154,3,1,0,2,0,0,0.5019076814008154
19,1,3,147,2,2,1,2,0,0,0.4976157642507605
30,1,1,175,10,3,0,2,0,0,0.5088880308145973
26,0,1,85,1,1,1,3,1,0,0.48902090450039665
27,0,3,10,9,2,0,2,0,0,0.4990747588779371
24,0,2,8,5,1,1,2,1,0,0.4796726754028453
29,0,2,67,1,2,1,3,1,0,0.4953090009080732
22,0,1,62,10,2,1,4,0,0,0.5004769589255442
19,1,1,3,4,2,0,3,0,0,0.5109710693433059
22,1,2,65,6,1,0,2,1,1,0.4923779511548595
24,1,1,100,3,3,1,4,0,0,0.5103422343106595
17,1,3,94,8,2,1,3,0,0,0.49650645263669985
22,0,0,160,8,3,1,3,0,0,0.5149837929350337
23,1,1,77,6,3,0,2,1,1,0.5156591089411272
19,1,1,164,2,3,1,1,1,1,0.5078728584799902
24,0,1,118,3,3,1,2,0,0,0.5100657687319755
30,1,1,44,7,2,0,3,0,0,0.49799122634492776
17,0,0,124,7,1,0,1,0,0,0.5046073167361411
17,0,3,130,10,1,1,3,1,0,0.49178085048943593
23,1,0,32,9,3,1,4,0,0,0.5045150921613534
16,1,2,79,8,3,0,1,0,0,0.5170640092210751
29,1,2,93,6,1,1,3,0,0,0.47419389795364375
26,1,1,52,3,3,1,3,1,1,0.5020477457383236
30,0,0,21,1,1,1,4,0,0,0.4865884821138312
17,1,2,118,9,1,0,4,0,0,0.5057224853980526
17,0,3,47,8,1,0,2,1,0,0.5013203198217969
20,1,1,64,9,2,1,4,1,1,0.4968749276486691
30,1,1,20,1,1,0,2,1,1,0.4864799808114134
25,1,3,19,1,1,1,4,0,0,0.4824015210456253
20,1,0,50,8,2,0,4,1,1,0.5135642233458702
16,0,3,64,9,1,0,2,1,0,0.5023800079637409
29,1,1,68,4,2,0,1,0,0,0.49480590268615704
26,0,2,39,1,3,0,1,1,0,0.5165474327687427
29,0,2,35,1,2,0,3,1,0,0.5093943711566473
27,0,2,116,9,1,1,3,0,0,0.48174542334811404
17,1,3,51,8,3,1,2,1,1,0.502122511634519
25,1,3,146,1,2,0,3,0,0,0.5110788004017003
25,1,3,92,7,1,0,4,0,0,0.4962371471249048
24,1,3,89,9,1,1,4,0,0,0.48008916909683985
28,1,2,98,6,3,1,4,1,1,0.5023211019390778
25,1,1,156,6,1,1,1,1,1,0.4746392734271636
23,1,1,69,6,3,1,1,0,0,0.4958826871566671
29,1,2,96,10,2,1,4,0,0,0.4863927284550678
26,1,2,42,5,2,1,1,0,0,0.47971297087485354
29,1,2,92,4,3,0,4,1,1,0.5180714247031719
27,1,0,170,5,2,1,4,1,1,0.49799335767058167
24,0,2,55,4,1,0,1,1,0,0.4941645676653724
22,0,3,30,3,2,1,2,1,0,0.49498097711129785
19,0,3,36,8,3,1,2,1,0,0.5059650746963812
20,0,2,49,2,3,1,3,0,0,0.5152324214297535
17,1,0,73,9,3,1,4,1,1,0.5130710691597565
20,0,3,175,1,3,0,2,0,0,0.5322220374903416
28,0,2,156,9,3,0,2,0,0,0.5168700833866942
25,0,1,137,10,2,1,1,0,0,0.48869840999896275
21,1,1,27,2,1,0,1,0,0,0.4921567741695065
29,1,3,47,1,3,0,4,0,0,0.5175409260442904
27,0,1,152,8,1,0,1,0,0,0.4928219567433987
20,0,2,114,5,2,1,2,0,0,0.5003104994549397
17,1,0,22,7,2,1,2,0,0,0.49316741133462905
29,0,0,12,10,3,0,4,1,0,0.5183280294564685
27,0,2,2,6,2,1,1,1,0,0.48274333840463857
25,0,3,44,7,1,1,1,0,0,0.4736239089174242
23,0,1,134,2,1,0,3,1,0,0.5092558365478229
16,0,2,177,2,1,1,3,0,0,0.5025308454860472
22,0,2,29,6,1,1,4,0,0,0.4898552022627329
17,0,2,180,3,1,1,1,1,0,0.4928911031556845
22,0,1,128,3,2,0,3,1,0,0.5207263980724284
19,1,1,0,4,3,1,4,1,1,0.5106886811988476
20,0,2,25,10,1,0,1,0,0,0.4924074766280264
18,1,0,22,3,1,0,1,0,0,0.49546930060020483
23,1,2,5,9,1,0,2,1,1,0.4861331982266054
16,0,1,19,1,2,0,4,0,0,0.5281502269856697
22,1,3,101,4,3,1,1,1,1,0.4980929212674759
20,0,2,109,10,1,1,1,0,0,0.48064257522916154
30,1,1,55,1,2,1,3,0,0,0.48788652292182916
20,0,2,68,7,2,0,3,0,0,0.5160472306859376
16,0,1,133,4,1,1,4,1,0,0.5038388367662419
16,0,1,180,5,3,0,1,0,0,0.5317182376207787
19,1,0,58,4,2,1,3,1,1,0.49889572229958
19,1,1,77,9,2,0,4,0,0,0.5140816486805634
19,1,1,146,1,2,1,4,0,0,0.5081948627832167
19,1,0,171,1,3,0,2,0,0,0.5293823122209705
17,1,2,116,5,3,1,2,1,1,0.5084558493176006
21,1,3,3,9,3,0,1,0,0,0.5062719480848729
23,0,3,48,10,3,1,3,1,0,0.5042869085300092
24,1,0,74,4,2,0,1,1,1,0.5016720193180709
27,1,0,24,8,2,0,2,0,0,0.4967211190139277
25,0,0,9,7,2,0,4,1,0,0.5137018493182879
28,1,1,31,2,2,0,2,1,1,0.4998366904215424
23,1,1,5,6,3,0,2,1,1,0.5124595680940246
22,1,1,3,8,3,0,2,1,1,0.5118557189696648
18,1,2,124,2,2,0,1,1,1,0.5102942631568443
16,1,1,155,4,2,0,3,0,0,0.5210879797562881
28,1,2,37,8,3,1,1,0,0,0.4862256322150918
21,1,2,84,2,3,0,3,1,1,0.5244064083664456
24,0,2,42,10,3,0,3,0,0,0.5193842598389931
22,1,1,177,1,2,1,2,0,0,0.4983743878354161
28,0,1,171,10,1,0,4,1,0,0.502654297601556
20,0,2,91,7,2,0,3,0,0,0.517068996349576
20,1,1,70,4,3,0,2,1,1,0.5203472174438514
19,1,1,61,4,1,0,1,1,1,0.4942757869615138
21,1,0,24,9,1,0,2,0,0,0.49119391924721295
16,1,1,105,8,2,0,3,1,1,0.5155961059741281
28,0,3,162,8,1,0,4,1,0,0.5019186516122649
25,0,0,49,5,1,1,2,1,0,0.4823428802326951
30,1,2,56,7,1,1,1,0,0,0.46282052183183064
21,1,2,71,1,1,0,1,0,0,0.4939455550150496
18,1,2,51,10,3,1,1,0,0,0.49643271089407004
19,0,2,121,4,1,1,4,1,0,0.4989509051999143
20,0,1,129,3,1,1,2,0,0,0.4921581167653294
28,1,0,91,7,2,1,2,1,1,0.4838929464513635
28,0,2,75,10,3,0,2,0,0,0.5124526545320746
18,0,2,106,3,3,1,3,1,0,0.5191889164107599
23,1,1,140,3,2,0,2,1,1,0.5094770924802453
16,0,1,132,5,2,0,4,1,0,0.5298941612130682
18,0,3,1,1,3,0,4,1,0,0.5345505548732103
25,0,0,43,10,2,0,4,0,0,0.5127578603872724
16,1,0,135,9,1,0,3,1,1,0.5056582548099136
17,1,3,117,8,3,0,2,0,0,0.5205559366124572
19,1,1,176,10,3,1,4,1,1,0.5136007780473986
21,1,0,21,7,2,0,2,1,1,0.5041418967444108
29,0,0,61,6,1,1,1,1,0,0.47366831215792804
21,0,0,116,4,2,0,3,1,0,0.5214816407207127
25,1,0,27,6,3,1,3,0,0,0.5005883632146765
24,0,0,33,9,3,0,4,1,0,0.5256793408765489
29,1,3,155,8,2,1,2,0,0,0.48184032577499464
27,1,3,158,2,3,0,1,1,1,0.5121602350026526
18,1,3,65,9,2,1,2,0,0,0.4893606993173725
21,1,0,111,8,2,1,4,0,0,0.49964809619763967
30,0,2,94,2,3,1,3,1,0,0.5060124415217874
22,0,1,62,6,3,0,1,1,0,0.5189496079521512
28,1,3,160,9,1,0,3,1,1,0.4903408367583371
30,1,2,108,9,2,0,4,0,0,0.5021291416595705
25,0,0,146,9,1,1,1,1,0,0.47946925371224847
18,1,2,56,9,3,1,2,0,0,0.5013900175094808
29,1,2,120,8,1,0,2,0,0,0.4853317812845349
17,1,0,157,10,1,1,2,1,1,0.4852738346426667
28,1,2,160,7,3,1,2,0,0,0.49642743672552847
19,0,2,100,3,3,1,3,0,0,0.5178014073808714
28,1,2,26,3,3,0,2,1,1,0.5092523089728295
30,0,1,84,6,1,0,2,1,0,0.4919841671509638
22,0,3,155,7,2,1,3,1,0,0.5011804070111788
30,1,3,107,1,1,1,3,1,1,0.47679564437724564
22,1,3,61,7,2,1,2,1,1,0.48633215295946874
29,1,0,63,7,1,1,3,1,1,0.4740144952465329
29,0,2,59,4,1,0,4,0,0,0.5004776082320541
26,1,3,136,5,2,1,2,0,0,0.4868148557631368
27,0,0,5,2,2,1,4,0,0,0.49986705987580815
27,0,3,111,5,1,1,3,0,0,0.48380964653308733
23,0,3,55,8,2,1,3,0,0,0.4947917733598037
29,0,1,67,7,3,0,3,1,0,0.5183281066655061
30,1,2,163,9,3,1,4,0,0,0.5005100012514552
29,1,2,46,1,3,0,4,0,0,0.5184818455488794
29,0,2,164,10,3,1,4,0,0,0.5076126176033896
20,0,2,34,10,1,0,3,1,0,0.5006393302949177
22,0,2,136,8,1,1,1,1,0,0.4812351829247428
27,0,1,138,9,2,0,4,1,0,0.5145686345840731
18,0,2,21,3,1,0,3,1,0,0.5080380319753244
24,0,3,31,1,1,1,1,1,0,0.47906954813215075
25,0,0,81,9,1,1,1,0,0,0.47658407488055565
22,0,3,58,2,1,0,2,1,0,0.5011101657792408
28,1,1,74,5,1,1,3,0,0,0.4762718911246732
25,1,1,122,2,3,0,2,0,0,0.5186873446020416
22,0,1,36,3,3,0,1,1,0,0.5202480467921272
20,0,0,50,10,2,1,4,0,0,0.5031749930049131
17,0,3,72,9,3,1,3,1,0,0.5129058471026916
23,1,1,52,6,3,0,2,1,1,0.5145482893624642
23,0,1,108,4,2,1,3,0,0,0.502397548147625
24,1,0,178,9,1,0,1,1,1,0.4907591610550849
16,1,2,36,2,1,1,4,0,0,0.4934215128018053
21,0,1,52,8,1,1,4,0,0,0.49134891713160295
19,0,2,58,7,1,1,2,0,0,0.48586392591353683
17,1,0,65,9,2,0,2,1,1,0.5089503167158629
21,1,3,14,3,3,0,4,0,0,0.5234061215215711
24,0,2,35,9,2,0,1,1,0,0.5006248313986161
21,0,3,75,1,2,0,2,0,0,0.5152475446001948
23,0,3,5,5,2,0,4,1,0,0.5144464898677015
29,1,2,45,1,1,1,4,0,0,0.4800574742974371
30,1,1,45,5,3,0,1,1,1,0.5032858674642149
21,0,0,76,4,3,1,1,0,0,0.5078179337232388
30,1,3,60,10,1,0,3,1,1,0.4828349879838846
23,0,1,122,5,3,0,2,1,0,0.5252181085135523
18,1,3,25,5,2,1,1,1,1,0.4869426994514329
20,0,2,16,3,1,1,2,1,0,0.48614891048275466
19,0,0,109,3,2,0,2,0,0,0.5203203284644778
28,0,0,87,7,1,0,2,0,0,0.494529960715418
23,1,1,53,1,1,1,4,0,0,0.48812694884408275
26,1,1,106,3,2,0,4,0,0,0.5124280372378375
27,0,0,93,10,1,0,3,1,0,0.4973785205451454
21,0,1,122,9,2,1,3,0,0,0.5011707572274507
22,0,2,40,9,3,0,2,1,0,0.5184446279773631
17,0,3,138,9,2,0,1,0,0,0.512074621527296
17,1,1,112,7,3,1,2,0,0,0.5076269557619404
24,0,2,80,5,1,0,4,1,0,0.5062051693139868
30,1,1,162,7,1,0,3,0,0,0.4917952385983353
19,1,3,44,7,1,0,3,0,0,0.4969217284142902
28,0,1,78,2,1,0,2,0,0,0.49723747040064287
21,0,3,25,6,2,1,1,0,0,0.4895097177650303
16,0,3,153,8,2,1,4,0,0,0.5109223224478078
28,0,2,137,5,2,0,1,0,0,0.5039464126677139
17,1,3,97,7,1,0,3,1,1,0.5015239155717817
25,0,1,8,4,3,1,4,1,0,0.5110639417232758
18,1,0,121,9,2,0,2,0,0,0.5103177467069526
29,1,0,7,7,2,0,4,1,1,0.5023709576787692
30,0,1,160,9,1,1,1,1,0,0.4735057000554148
22,0,0,95,6,3,1,1,0,0,0.5059028898025603
23,1,3,157,4,3,1,1,1,1,0.4994608509319557
21,1,1,62,4,3,1,2,0,0,0.5033702898501903
16,0,0,135,10,1,1,3,1,0,0.496084974900488
28,1,3,175,4,3,0,3,0,0,0.5179826973662194
25,0,2,132,10,3,0,3,0,0,0.5222592910579693
18,0,3,134,1,2,1,4,1,0,0.5135630028068772
23,1,2,3,7,3,0,2,1,1,0.5105660970864845
30,0,3,14,3,2,1,2,1,0,0.4852929121908962
23,1,1,95,4,3,0,1,0,0,0.514182688668579
27,1,3,95,6,2,1,1,0,0,0.4791429251958465
18,1,0,77,10,2,0,3,0,0,0.5114575500697017
24,0,0,139,3,1,1,2,1,0,0.48910026736289375
16,1,3,89,3,2,0,1,1,1,0.5091777292736763
29,0,3,22,10,2,0,2,1,0,0.496544436760162
24,0,1,136,6,2,1,1,1,0,0.49305069040496613
22,0,2,145,4,2,1,4,1,0,0.5080944180772021
29,1,3,92,10,1,0,3,1,1,0.4853781292543231
21,0,2,10,7,3,1,4,0,0,0.5121991949259898
23,0,2,47,6,2,0,2,1,0,0.5086530532428959
22,1,1,125,7,3,0,3,1,1,0.5220044756011533
18,0,1,128,4,1,1,1,0,0,0.4896246275425372
16,1,0,132,8,2,1,2,0,0,0.49836271949673144
19,0,0,10,6,3,0,2,0,0,0.5248958843990061
22,1,1,138,8,2,1,2,1,1,0.49090851592699725
21,1,1,75,4,1,0,3,1,1,0.5004851998154632
20,0,1,107,3,2,0,3,0,0,0.5220352001525987
27,0,1,43,9,3,0,1,1,0,0.5100427441472615
24,0,3,80,4,3,1,1,0,0,0.5016688988609259
22,0,1,123,5,3,0,2,0,0,0.5263820447583888
26,0,1,129,6,2,0,2,1,0,0.5099183369348278
16,0,1,121,3,3,0,2,1,0,0.5346353184417251
21,0,3,74,6,1,0,2,0,0,0.49966865172201286
27,0,2,178,4,1,1,1,0,0,0.4807665497675292
30,0,0,120,8,1,0,3,1,0,0.4968494377431743
19,0,1,151,5,2,0,1,1,0,0.5156537569441723
27,0,1,66,4,3,1,4,1,0,0.5113980877659793
19,1,0,153,7,1,0,1,1,1,0.49689699805385557
16,1,0,88,10,3,1,3,1,1,0.5101273304326454
25,1,3,165,2,1,0,2,1,1,0.4957461344404482
22,1,2,116,6,3,1,1,0,0,0.49810880711304617
29,0,0,52,1,2,1,2,1,0,0.4926994242434673
22,1,3,24,8,2,1,4,1,1,0.49169725716961715
17,0,3,83,6,1,1,1,1,0,0.48513772412731004
26,0,3,163,2,3,1,3,0,0,0.5125824049652237
28,1,1,21,8,3,0,3,0,0,0.5098378568683583
28,0,3,146,5,2,1,4,0,0,0.49959864342610505
19,1,1,42,1,2,1,2,1,1,0.4957382908391673
19,1,3,23,4,3,1,2,0,0,0.5019077797232094
18,1,1,96,3,3,1,1,0,0,0.505152792283858
19,0,1,119,4,3,1,1,1,0,0.5109876829141284
17,0,2,169,4,2,1,4,1,0,0.514771040874364
20,1,0,44,2,1,0,3,1,1,0.5028535109818074
30,1,1,37,10,1,1,2,1,1,0.4644130078790596
29,0,0,102,7,2,0,3,1,0,0.5094338140882615
22,0,1,143,5,2,1,2,0,0,0.5003417017978498
25,1,1,53,4,3,0,3,1,1,0.5178979975110101
20,0,3,109,10,2,1,3,1,0,0.49892303113734426
26,0,3,161,5,1,0,4,0,0,0.5065756955704707
19,0,2,152,6,1,1,1,1,0,0.48694644919050817
30,1,0,19,5,1,1,4,1,1,0.4764829457780581
24,1,0,169,10,2,0,1,0,0,0.5009835044648708
23,1,3,19,9,1,1,1,1,1,0.46639056026302966
27,0,0,13,1,1,1,1,1,0,0.47786340408093536
28,1,3,165,7,1,0,4,1,1,0.49611599894645736
24,0,0,103,2,2,1,2,1,0,0.4997609864020636
19,1,2,34,5,1,1,2,1,1,0.4796867382268522
23,0,1,75,10,1,1,3,1,0,0.4845767755646112
18,1,2,167,6,3,0,1,0,0,0.5203657116154329
26,0,3,18,1,2,0,3,1,0,0.5110187415514117
22,0,2,70,5,1,0,3,1,0,0.5040897157354238
25,1,2,32,5,1,0,2,0,0,0.48836304384396945
19,1,2,55,10,1,1,1,1,1,0.4726262261759928
16,1,0,135,8,2,1,1,0,0,0.49458025745859646
27,1,3,99,5,1,1,3,0,0,0.4765324832259456
22,1,2,79,5,1,0,2,0,0,0.4938192180749122
29,1,2,155,6,1,1,2,1,1,0.473038386030579
16,1,3,174,9,3,0,2,0,0,0.5233890854436558
21,1,3,72,10,2,1,1,0,0,0.4815760360855707
29,0,2,122,8,2,1,1,1,0,0.4841955823596494
16,1,2,60,9,3,0,1,0,0,0.5154018551008827
28,0,3,37,6,2,0,1,0,0,0.49769364176232395
25,0,3,81,8,1,0,4,0,0,0.5016840228623541
30,0,0,35,10,2,1,1,1,0,0.4795453839013428
16,0,2,52,4,2,1,1,1,0,0.4989462608539162
26,0,2,28,10,1,1,2,1,0,0.4742340593278663
16,0,2,88,6,1,0,2,0,0,0.5068903122334161
16,1,3,25,1,2,1,4,1,1,0.5042086987025048
26,1,1,129,6,2,0,3,0,0,0.5070801779473523
21,0,2,153,1,2,0,2,0,0,0.5196976136937412
18,1,2,120,6,1,0,4,0,0,0.5071453704175121
21,0,2,142,7,1,0,2,1,0,0.5028605110308831
20,0,0,91,3,3,0,4,0,0,0.537613987738383
19,0,1,34,1,2,1,4,0,0,0.5099683323293168
24,1,2,26,2,1,0,3,1,1,0.4955896210504015
26,0,1,72,8,1,0,4,1,0,0.5021344165380615
25,1,0,135,6,2,0,3,1,1,0.5094555505598577
23,1,0,171,4,1,0,2,0,0,0.4995800304631713
26,0,0,27,5,3,0,2,1,0,0.5186248353254052
28,1,2,73,8,1,1,2,1,1,0.46889036881462437
28,1,0,79,4,2,0,3,0,0,0.5052360953174178
27,0,0,19,2,1,1,4,0,0,0.48904686714019285
19,0,3,105,10,1,1,2,0,0,0.4845120018840466
30,1,2,141,5,1,0,4,1,1,0.49542799171432067
20,1,0,147,5,1,0,3,1,1,0.5049773903779193
17,1,3,77,1,2,0,4,1,1,0.5208964261527984
27,0,0,62,5,3,1,3,1,0,0.5074732245939535
22,1,3,50,7,2,0,4,1,1,0.5091804470409095
29,1,3,117,8,2,0,2,0,0,0.49565221754488253
26,0,3,51,10,1,0,2,1,0,0.48975868195190425
24,0,0,114,8,3,0,4,0,0,0.5300868215837491
27,0,2,145,8,1,0,1,0,0,0.4915243461061105
25,0,1,146,2,2,1,2,0,0,0.4995641554916523
25,0,3,159,10,2,0,4,0,0,0.5149552331495826
24,1,2,170,3,2,1,4,0,0,0.5010256566126179
27,1,3,150,2,3,0,3,1,1,0.519628930312389
22,1,0,34,3,1,0,3,1,1,0.4993447518337085
18,1,1,33,6,2,0,2,1,1,0.5078750324986686
27,1,3,168,5,3,1,4,1,1,0.5063887778985762
27,0,0,2,3,1,1,1,1,0,0.4757409482614186
20,1,2,20,10,3,1,1,0,0,0.4928093298124474
24,1,2,24,10,1,1,2,1,1,0.4695610750577559
23,0,0,57,4,1,0,4,1,0,0.509096313756954
25,1,2,92,10,2,0,2,1,1,0.49837934734430955
20,1,2,20,7,3,1,4,1,1,0.5070133854371548
21,0,0,44,7,2,1,2,1,0,0.496410254694738
24,1,2,15,4,1,0,2,0,0,0.4895479033091794
23,0,0,124,7,3,0,2,1,0,0.5246572393400502
20,1,3,85,9,3,0,2,0,0,0.5149532933370419
30,0,3,52,10,1,1,1,0,0,0.4659384271290578
28,1,1,37,8,1,1,4,0,0,0.47608614154278167
30,1,0,92,8,2,0,3,1,1,0.500293638411949
25,1,0,115,1,3,1,1,0,0,0.5007644193516987
16,0,1,179,8,2,1,4,1,0,0.5140499000124491
26,1,1,54,2,3,0,1,0,0,0.5106316010610487
25,0,0,140,4,3,1,1,1,0,0.506174270619939
19,1,3,146,3,3,1,4,0,0,0.5160236185634062
27,0,1,32,9,3,0,4,0,0,0.5212902724385919
26,1,0,148,9,1,1,2,0,0,0.47560447859395993
22,1,3,37,1,2,0,4,1,1,0.5135135242964837
24,0,1,134,6,1,1,2,0,0,0.48543693225511814
28,1,2,107,2,3,1,4,0,0,0.5059967522954333
21,0,2,21,10,3,0,3,0,0,0.5218138953804287
17,0,2,56,3,1,1,4,1,0,0.4991241913432296
30,1,0,166,6,2,0,4,0,0,0.5091375703277592
25,1,2,175,6,2,0,1,0,0,0.501430200729011
24,1,1,58,3,2,0,4,1,1,0.5125383875082977
28,1,1,167,3,1,1,3,1,1,0.482035645276772
23,1,2,49,4,1,1,3,0,0,0.4805971212941767
24,1,3,171,9,1,0,3,0,0,0.49531926180337243
20,0,1,106,1,2,1,3,1,0,0.5081323603390697
26,1,1,113,5,1,0,4,1,1,0.49965950829408684
24,1,1,70,10,1,0,4,0,0,0.49589781030633023
28,0,3,103,9,3,1,1,1,0,0.4941072067791136
30,0,0,128,5,3,0,2,1,0,0.5186263619232969
20,0,2,153,2,3,0,1,1,0,0.5275121364788998
17,1,3,65,8,2,0,1,1,1,0.5028942199656052
22,1,2,103,10,2,1,1,0,0,0.4828171797304585
30,1,3,165,10,2,1,3,1,1,0.48343881634317015
23,0,0,43,2,2,1,4,1,0,0.5060470365221488
25,1,2,170,9,3,1,4,0,0,0.5064338136688068
25,1,1,101,3,3,1,3,1,1,0.5053493195768944
28,1,1,44,9,1,0,3,0,0,0.4871567796811243
27,1,3,173,1,3,0,4,1,1,0.525375096225785
30,0,0,20,8,3,1,2,0,0,0.4958654469031753
30,0,0,25,9,2,1,1,0,0,0.4799189504210911
17,1,1,134,9,2,0,2,0,0,0.5110315300875061
19,1,0,169,6,3,0,3,1,1,0.5291157932488628
26,0,2,148,10,2,0,4,0,0,0.5143306071869019
20,1,3,157,1,3,1,4,1,1,0.5170269878737394
20,0,0,157,10,3,1,4,0,0,0.5193685636644771
26,1,1,0,9,3,1,3,0,0,0.49482183522341155
25,0,3,84,3,1,1,3,1,0,0.48648946455000985
24,0,0,2,3,1,0,2,1,0,0.4985154530355452
30,1,2,117,2,3,0,4,1,1,0.5196961966182544
18,1,3,79,10,2,0,3,1,1,0.5085878111184887
18,0,1,172,8,2,1,4,1,0,0.5114951186422465
19,0,0,109,8,2,0,1,1,0,0.5123183692064922
22,1,0,127,3,1,1,3,0,0,0.4879733344296303
17,0,0,40,7,3,0,1,1,0,0.5237429580567613
16,1,2,72,1,1,0,2,0,0,0.503518616678114
29,0,2,13,6,3,1,1,1,0,0.49242569951010795
26,1,1,180,8,2,1,1,0,0,0.484374114412212
19,1,2,151,10,3,1,4,0,0,0.5115036533422183
21,0,1,12,5,3,1,4,1,0,0.5149105869669255
20,1,0,5,3,3,0,1,1,1,0.5153523056478341
26,0,2,118,1,1,0,1,1,0,0.4971777599117218
18,0,1,101,4,3,0,4,1,0,0.5384932094901875
22,0,1,87,8,3,0,1,1,0,0.5184243468933336
23,0,2,46,4,1,1,1,0,0,0.4793885382927393
24,1,2,124,7,3,1,1,1,1,0.49540065821485
18,0,0,32,4,1,0,1,1,0,0.501850062333508
16,1,2,163,4,3,1,2,1,1,0.5124857942585224
24,1,0,74,4,1,0,2,1,1,0.4941438092923623
29,0,1,34,9,3,0,4,1,0,0.5191376051939511
25,0,1,29,1,3,0,2,1,0,0.5221195722415009
25,1,3,142,10,2,0,1,1,1,0.4957004124550323
29,0,2,87,2,2,0,4,0,0,0.5148009406842728
16,0,0,47,4,3,0,2,1,0,0.531525670560812
16,1,3,101,3,2,0,2,0,0,0.5136251553283698
25,0,0,121,7,2,0,4,1,0,0.518677604676828
26,1,0,125,10,2,0,1,0,0,0.4967815798608618
24,1,0,142,2,2,0,4,0,0,0.5180744327797967
28,0,0,157,10,3,1,4,0,0,0.5103961958594678
22,0,0,94,9,3,0,4,1,0,0.530621601920944
18,0,0,157,6,2,0,4,1,0,0.5289318966270877
25,0,2,155,7,2,0,2,0,0,0.5103914894145603
23,0,2,92,9,3,1,3,1,0,0.5080486780404887
23,1,2,30,2,1,0,4,1,1,0.5008060588449154
27,1,1,152,4,3,0,1,1,1,0.5122287549838204
20,1,2,24,10,2,1,3,0,0,0.48937593139587715
22,1,0,36,1,2,0,4,1,1,0.5164262765082458
27,0,2,126,8,3,0,3,1,0,0.5213868051475876
17,0,2,7,6,1,0,4,1,0,0.5099966786019667
19,0,1,74,9,2,1,3,1,0,0.5012811756607679
24,1,1,86,9,3,1,4,0,0,0.5048074429518462
22,0,3,27,1,3,1,4,0,0,0.5157567495532965
16,0,3,40,8,2,0,2,0,0,0.5135728172801012
26,0,1,71,8,1,0,2,0,0,0.4942580313331746
29,0,3,113,4,3,0,4,1,0,0.5247614282616031
17,0,0,61,10,2,0,3,1,0,0.5186170177866088
21,1,3,166,6,2,0,2,1,1,0.508448895729485
20,1,3,89,5,2,1,1,0,0,0.48754346308207164
24,1,0,127,5,1,1,2,0,0,0.4801823411098155
17,0,1,72,7,2,1,4,0,0,0.5089903231289818
29,0,0,27,6,1,1,1,1,0,0.4721606555429419
23,1,1,87,4,2,1,2,1,1,0.49079350197800636
21,0,3,95,1,1,1,1,0,0,0.48527557698334595
26,1,3,131,4,2,1,4,0,0,0.49524066746298373
27,0,0,48,7,3,1,2,0,0,0.5012972318844965
29,1,3,179,5,2,1,4,0,0,0.49318904000120056
21,0,2,56,5,3,1,2,1,0,0.5080523489622208
22,1,3,169,3,1,0,4,0,0,0.5063045654219336
27,1,0,161,4,2,0,2,0,0,0.5060892851842291
17,0,3,14,10,3,1,3,1,0,0.5095091962502727
25,1,0,179,6,3,1,1,0,0,0.4995161406101259
25,1,2,173,6,2,1,4,1,1,0.49757978076818454
22,1,1,127,8,1,0,3,0,0,0.49839958981104066
29,1,2,12,9,1,0,3,0,0,0.4836274747374169
22,1,2,108,9,1,1,3,1,1,0.48024957923704525
24,0,1,39,1,2,1,2,1,0,0.4967470352465203
24,0,2,11,8,3,0,4,0,0,0.5235517825504695
16,0,3,116,5,1,0,1,0,0,0.5040521253141363
17,0,2,46,6,2,0,2,1,0,0.5153400525526272
18,0,1,60,4,2,0,4,0,0,0.5252799740482021
20,0,3,34,7,3,0,3,1,0,0.524977796822743
18,1,1,63,5,2,1,4,1,1,0.5023511985117292
19,0,0,56,4,2,1,4,0,0,0.509476802849502
25,1,2,144,9,1,0,1,1,1,0.4861537525605704
19,0,1,103,5,1,1,4,1,0,0.49831808964231994
20,0,3,103,2,2,0,1,1,0,0.5128822437888082
17,1,1,133,10,3,1,3,1,1,0.5100194899858431
26,1,2,122,7,2,0,4,1,1,0.5088789617533928
19,1,2,63,7,1,1,1,0,0,0.4754311630679007
22,0,1,159,7,3,1,4,0,0,0.5186834923229314
23,1,1,35,3,2,0,1,1,1,0.5008924328784007
24,0,3,175,3,1,1,4,0,0,0.49557202787998494
30,0,2,144,6,3,0,1,0,0,0.5126356334109239
27,1,0,109,2,1,0,4,0,0,0.5018023974890161
16,1,2,14,8,1,1,2,0,0,0.4797082017407212
19,1,2,87,2,3,1,3,1,1,0.5112926995005503
22,0,2,117,6,1,1,2,0,0,0.4859389987520154
18,0,0,16,10,3,0,4,1,0,0.5308232814851532
18,1,3,157,3,1,0,3,1,1,0.5063450726838807
19,0,2,84,7,1,1,2,0,0,0.4870193831019506
23,1,0,43,10,1,1,2,1,1,0.4734890698662862
26,0,2,130,8,2,0,1,1,0,0.503423523318355
